date,jual
2014-11-17,12193
2014-11-14,12206
2014-11-13,12191
2014-11-12,12205
2014-11-11,12163
2014-11-10,12138
2014-11-07,12149
2014-11-06,12179
2014-11-05,12092
2014-11-04,12130
2014-11-03,12105
2014-10-31,12082
2014-10-30,12165
2014-10-29,12163
2014-10-28,12158
2014-10-27,12042
2014-10-24,12065
2014-10-23,12034
2014-10-22,12026
2014-10-21,11993
2014-10-20,12041
2014-10-17,12222
2014-10-16,12207
2014-10-15,12229
2014-10-14,12195
2014-10-13,12202
2014-10-10,12207
2014-10-09,12190
2014-10-08,12241
2014-10-07,12190
2014-10-06,12212
2014-10-03,12144
2014-10-02,12136
2014-10-01,12188
2014-09-30,12212
2014-09-29,12120
2014-09-26,12007
2014-09-25,11947
2014-09-24,11976
2014-09-23,11987
2014-09-22,11972
2014-09-19,11985
2014-09-18,12030
2014-09-17,11908
2014-09-16,11903
2014-09-15,11875
2014-09-12,11831
2014-09-11,11831
2014-09-10,11782
2014-09-09,11754
2014-09-08,11722
2014-09-05,11770
2014-09-04,11760
2014-09-03,11781
2014-09-02,11734
2014-09-01,11710
2014-08-29,11717
2014-08-28,11682
2014-08-27,11708
2014-08-26,11715
2014-08-25,11714
2014-08-22,11654
2014-08-21,11717
2014-08-20,11707
2014-08-19,11682
2014-08-18,11681
2014-08-15,11693
2014-08-14,11667
2014-08-13,11683
2014-08-12,11677
2014-08-11,11728
2014-08-08,11822
2014-08-07,11766
2014-08-06,11756
2014-08-05,11733
2014-08-04,11747
2014-07-25,11591
2014-07-24,11531
2014-07-23,11498
2014-07-22,11531
2014-07-21,11577
2014-07-18,11706
2014-07-17,11668
2014-07-16,11805
2014-07-15,11709
2014-07-14,11627
2014-07-11,11627
2014-07-10,11549
2014-07-08,11695
2014-07-07,11787
2014-07-04,11887
2014-07-03,11963
2014-07-02,11854
2014-07-01,11798
2014-06-30,11969
2014-06-27,12103
2014-06-26,12091
2014-06-25,12027
2014-06-24,12000
2014-06-23,11971
2014-06-20,11967
2014-06-19,11916
2014-06-18,11978
2014-06-17,11863
2014-06-16,11814
2014-06-13,11781
2014-06-12,11813
2014-06-11,11803
2014-06-10,11806
2014-06-09,11790
2014-06-06,11823
2014-06-05,11874
2014-06-04,11810
2014-06-03,11806
2014-06-02,11740
2014-05-30,11611
2014-05-28,11613
2014-05-26,11633
2014-05-23,11560
2014-05-22,11515
2014-05-21,11507
2014-05-20,11441
2014-05-19,11351
2014-05-16,11415
2014-05-14,11487
2014-05-13,11525
2014-05-12,11536
2014-05-09,11563
2014-05-08,11624
2014-05-07,11527
2014-05-06,11511
2014-05-05,11511
2014-05-02,11537
2014-04-30,11532
2014-04-29,11589
2014-04-28,11568
2014-04-25,11601
2014-04-24,11608
2014-04-23,11590
2014-04-22,11486
2014-04-21,11430
2014-04-17,11418
2014-04-16,11438
2014-04-15,11434
2014-04-14,11444
2014-04-11,11450
2014-04-10,11342
2014-04-08,11309
2014-04-07,11282
2014-04-04,11310
2014-04-03,11310
2014-04-02,11303
2014-04-01,11271
2014-03-28,11404
2014-03-27,11438
2014-03-26,11408
2014-03-25,11357
2014-03-24,11384
2014-03-21,11431
2014-03-20,11407
2014-03-19,11313
2014-03-18,11282
2014-03-17,11272
2014-03-14,11421
2014-03-13,11387
2014-03-12,11432
2014-03-11,11384
2014-03-10,11449
2014-03-07,11395
2014-03-06,11554
2014-03-05,11580
2014-03-04,11647
2014-03-03,11596
2014-02-28,11634
2014-02-27,11675
2014-02-26,11669
2014-02-25,11620
2014-02-24,11728
2014-02-21,11792
2014-02-20,11772
2014-02-19,11850
2014-02-18,11826
2014-02-17,11716
2014-02-14,11886
2014-02-13,12073
2014-02-12,12115
2014-02-11,12174
2014-02-10,12166
2014-02-07,12176
2014-02-06,12159
2014-02-05,12172
2014-02-04,12248
2014-02-03,12251
2014-01-30,12226
2014-01-29,12154
2014-01-28,12267
2014-01-27,12198
2014-01-24,12177
2014-01-23,12173
2014-01-22,12149
2014-01-21,12122
2014-01-20,12110
2014-01-17,12127
2014-01-16,12117
2014-01-15,12077
2014-01-13,12047
2014-01-10,12197
2014-01-09,12263
2014-01-08,12229
2014-01-07,12262
2014-01-06,12230
2014-01-03,12226
2014-01-02,12242
2013-12-31,12189
2013-12-30,12270
2013-12-27,12260
2013-12-24,12215
2013-12-23,12246
2013-12-20,12245
2013-12-19,12191
2013-12-18,12151
2013-12-17,12104
2013-12-16,12105
2013-12-13,12081
2013-12-12,12025
2013-12-11,12005
2013-12-10,11985
2013-12-09,11956
2013-12-06,11960
2013-12-05,12018
2013-12-04,11960
2013-12-03,11830
2013-12-02,11946
2013-11-29,11977
2013-11-28,11930
2013-11-27,11813
2013-11-26,11765
2013-11-25,11722
2013-11-22,11706
2013-11-21,11717
2013-11-20,11631
2013-11-19,11609
2013-11-18,11627
2013-11-15,11561
2013-11-14,11546
2013-11-13,11644
2013-11-12,11578
2013-11-11,11486
2013-11-08,11404
2013-11-07,11389
2013-11-06,11414
2013-11-04,11389
2013-11-01,11354
2013-10-31,11234
2013-10-30,11161
2013-10-29,11076
2013-10-28,11018
2013-10-25,11142
2013-10-24,11268
2013-10-23,11258
2013-10-22,11341
2013-10-21,11353
2013-10-18,11308
2013-10-17,11351
2013-10-16,11316
2013-10-11,11475
2013-10-10,11542
2013-10-09,11540
2013-10-08,11538
2013-10-07,11532
2013-10-04,11556
2013-10-03,11535
2013-10-02,11568
2013-10-01,11593
2013-09-30,11613
2013-09-27,11532
2013-09-26,11573
2013-09-25,11569
2013-09-24,11535
2013-09-23,11435
2013-09-20,11352
2013-09-19,11278
2013-09-18,11492
2013-09-17,11451
2013-09-16,11423
2013-09-13,11395
2013-09-12,11494
2013-09-11,11438
2013-09-10,11180
2013-09-09,11188
2013-09-06,11200
2013-09-05,11125
2013-09-04,11093
2013-09-03,10983
2013-09-02,10922
2013-08-30,10924
2013-08-29,10936
2013-08-28,10950
2013-08-27,10883
2013-08-26,10841
2013-08-23,10848
2013-08-22,10795
2013-08-21,10723
2013-08-20,10504
2013-08-19,10451
2013-08-16,10392
2013-08-15,10318
2013-08-14,10297
2013-08-13,10292
2013-08-12,10287
2013-08-02,10286
2013-08-01,10288
2013-07-31,10278
2013-07-30,10277
2013-07-29,10270
2013-07-26,10265
2013-07-25,10263
2013-07-24,10262
2013-07-23,10222
2013-07-22,10068
2013-07-19,10070
2013-07-18,10059
2013-07-17,10040
2013-07-16,10036
2013-07-15,10024
2013-07-12,9980
2013-07-11,9979
2013-07-10,9970
2013-07-09,9960
2013-07-08,9960
2013-07-05,9945
2013-07-04,9945
2013-07-03,9941
2013-07-02,9940
2013-07-01,9934
2013-06-28,9929
2013-06-27,9937
2013-06-26,9939
2013-06-25,9948
2013-06-24,9931
2013-06-21,9960
2013-06-20,9927
2013-06-19,9910
2013-06-18,9918
2013-06-17,9881
2013-06-14,9886
2013-06-13,9887
2013-06-12,9856
2013-06-11,9821
2013-06-10,9806
2013-06-07,9790
2013-06-05,9807
2013-06-04,9805
2013-06-03,9811
2013-05-31,9802
2013-05-30,9811
2013-05-29,9810
2013-05-28,9810
2013-05-27,9792
2013-05-24,9772
2013-05-23,9774
2013-05-22,9765
2013-05-21,9765
2013-05-20,9760
