tanggal,beras,beras_kb1,beras_kb2,beras_km1,beras_km2,beras_ks1,beras_ks2,daging_ayam,daging_ayam_rs,daging_sapi,daging_sapi_k1,daging_sapi_k2,telur_ayam,telur_ayam_rs,bawang_merah,bawang_merah_sedang,bawang_putih,bawang_putih_sedang,cabai_merah,cabai_merah_besar,cabai_merah_keriting,cabai_rawit,cabai_rawit_hijau,cabai_rawit_merah,minyak_goreng,minyak_goreng_curah,minyak_goreng_merk1,minyak_goreng_merk2,gula_pasir,gula_pasir_premium,gula_pasir_lokal
21/ 05/ 2018,"11,700","10,600","10,300","11,850","11,650","13,000","12,600","36,600","36,600","115,700","119,350","110,350","25,750","25,750","36,350","36,350","29,000","29,000","40,150","42,250","38,400","37,050","35,000","39,900","13,700","11,900","14,850","14,150","13,950","15,650","12,550"
22/ 05/ 2018,"11,700","10,600","10,300","11,850","11,650","13,000","12,600","36,500","36,500","115,300","119,000","110,150","25,700","25,700","36,250","36,250","28,700","28,700","40,050","42,450","38,300","36,300","34,450","38,900","13,700","11,900","14,800","14,150","13,950","15,650","12,550"
23/ 05/ 2018,"11,700","10,600","10,300","11,850","11,650","13,000","12,600","36,100","36,100","115,150","118,900","110,050","25,650","25,650","36,250","36,250","28,600","28,600","39,400","41,550","37,850","35,650","34,000","37,900","13,700","11,900","14,800","14,150","13,950","15,650","12,550"
24/ 05/ 2018,"11,700","10,600","10,250","11,850","11,650","13,050","12,650","35,900","35,900","115,250","119,050","109,950","25,600","25,600","36,050","36,050","28,400","28,400","38,050","39,300","37,350","35,000","33,400","37,200","13,700","11,900","14,800","14,100","13,900","15,550","12,600"
25/ 05/ 2018,"11,700","10,600","10,200","11,800","11,650","13,000","12,600","35,700","35,700","115,350","119,200","110,150","25,700","25,700","36,300","36,300","28,600","28,600","38,250","40,450","36,850","35,250","33,950","36,900","13,700","11,900","14,850","14,150","13,950","15,550","12,600"
28/ 05/ 2018,"11,700","10,600","10,300","11,850","11,650","13,000","12,600","35,550","35,550","115,150","118,850","110,150","25,700","25,700","36,050","36,050","28,450","28,450","36,750","38,850","35,400","35,200","33,700","37,500","13,700","11,900","14,850","14,150","13,950","15,650","12,550"
29/ 05/ 2018,"10,850","9,700","8,700","12,450","10,250","12,900","11,650","38,200","38,200","113,150","115,850","110,900","31,200","31,200","47,900","47,900","34,000","34,000","48,950","46,250","51,600","33,050","26,900","39,150","13,750","12,250","15,600","13,450","15,350","17,200","13,500"
30/ 05/ 2018,"11,700","10,600","10,250","11,900","11,650","13,050","12,650","35,250","35,250","115,650","119,300","110,350","25,700","25,700","36,300","36,300","28,800","28,800","35,850","38,000","34,750","35,700","34,350","37,900","13,700","11,900","14,850","14,100","14,000","15,700","12,600"
31/ 05/ 2018,"11,700","10,600","10,250","11,850","11,650","13,000","12,600","35,100","35,100","115,450","119,150","110,150","25,500","25,500","36,050","36,050","28,500","28,500","34,950","37,000","33,900","35,400","33,900","37,550","13,700","11,900","14,850","14,100","13,950","15,700","12,550"
01/ 06/ 2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
04/ 06/ 2018,"11,700","10,650","10,250","11,850","11,600","13,000","12,600","35,100","35,100","115,750","119,450","110,400","25,250","25,250","35,850","35,850","28,350","28,350","34,500","36,450","33,400","36,300","34,000","38,350","13,700","11,900","14,750","14,150","13,900","15,650","12,550"
05/ 06/ 2018,"11,700","10,600","10,250","11,850","11,650","13,000","12,600","35,100","35,100","116,000","119,550","110,800","25,200","25,200","35,700","35,700","28,100","28,100","34,350","36,450","33,100","36,500","34,000","38,700","13,700","11,900","14,750","14,150","13,900","15,650","12,550"
06/ 06/ 2018,"11,700","10,600","10,300","11,850","11,650","13,000","12,600","35,350","35,350","115,850","119,500","110,900","25,250","25,250","35,700","35,700","28,200","28,200","35,300","37,550","33,750","37,350","34,850","39,700","13,700","11,950","14,750","14,150","13,950","15,650","12,550"
07/ 06/ 2018,"11,700","10,600","10,300","11,800","11,650","13,000","12,600","35,400","35,400","115,750","119,400","110,850","25,150","25,150","35,700","35,700","28,200","28,200","35,300","37,350","34,250","37,950","35,150","40,450","13,700","11,900","14,750","14,150","13,900","15,650","12,550"
08/ 06/ 2018,"11,700","10,600","10,250","11,800","11,650","13,000","12,600","35,550","35,550","115,950","119,550","111,100","25,150","25,150","35,650","35,650","28,350","28,350","35,750","37,950","34,550","38,700","35,900","41,400","13,700","11,900","14,750","14,150","13,900","15,650","12,550"
11/ 06/ 2018,"11,700","10,600","10,300","11,850","11,650","13,000","12,600","36,950","36,950","118,800","122,200","113,950","25,150","25,150","35,900","35,900","28,750","28,750","43,500","46,000","42,150","42,650","38,900","46,300","13,700","11,900","14,750","14,150","13,900","15,650","12,550"
12/ 06/ 2018,"11,700","10,600","10,300","11,850","11,650","13,000","12,600","38,050","38,050","120,200","123,850","115,000","25,300","25,300","36,150","36,150","29,000","29,000","46,200","48,800","44,850","43,800","39,850","47,450","13,700","11,900","14,750","14,150","13,900","15,650","12,550"
13/ 06/ 2018,"11,650","10,500","10,250","11,800","11,600","12,950","12,600","38,850","38,850","122,250","126,300","116,850","24,950","24,950","35,950","35,950","28,900","28,900","47,850","50,850","46,300","45,400","40,050","50,850","13,600","11,850","14,700","14,050","13,900","15,550","12,550"
14/ 06/ 2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15/ 06/ 2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18/ 06/ 2018,"11,700","10,600","10,300","11,850","11,650","13,000","12,600","39,500","39,500","118,500","122,100","113,750","25,300","25,300","36,150","36,150","29,650","29,650","46,600","49,000","45,650","46,850","42,250","50,750","13,700","11,950","14,750","14,150","13,900","15,650","12,550"
19/ 06/ 2018,"11,700","10,600","10,300","11,850","11,650","13,000","12,600","39,300","39,300","118,100","121,650","113,350","25,300","25,300","35,850","35,850","29,650","29,650","44,800","46,800","43,900","46,950","42,900","49,950","13,700","11,900","14,750","14,150","13,900","15,650","12,550"
20/ 06/ 2018,"11,700","10,600","10,300","11,850","11,650","13,000","12,650","39,150","39,150","117,400","121,000","112,550","25,350","25,350","35,750","35,750","29,450","29,450","43,000","45,100","42,050","45,600","41,750","48,350","13,750","11,950","14,850","14,150","13,950","15,700","12,550"
21/ 06/ 2018,"11,700","10,600","10,300","11,850","11,650","13,000","12,600","38,850","38,850","117,500","121,000","112,750","25,100","25,100","35,650","35,650","29,300","29,300","40,850","43,000","39,700","44,550","41,450","46,750","13,700","11,900","14,800","14,150","13,900","15,650","12,550"
22/ 06/ 2018,"11,700","10,600","10,300","11,850","11,650","13,000","12,600","38,700","38,700","117,000","120,550","112,300","25,100","25,100","35,400","35,400","29,100","29,100","38,850","40,550","38,150","42,750","39,800","44,850","13,700","11,900","14,750","14,150","13,900","15,650","12,550"
25/ 06/ 2018,"11,700","10,600","10,300","11,850","11,700","13,000","12,600","38,150","38,150","116,350","119,900","111,700","25,000","25,000","34,650","34,650","29,050","29,050","36,550","37,150","36,550","40,350","37,350","42,900","13,700","11,900","14,750","14,150","13,900","15,650","12,550"
26/ 06/ 2018,"11,700","10,600","10,300","11,850","11,600","13,000","12,600","37,850","37,850","116,250","119,950","111,500","25,000","25,000","34,450","34,450","29,150","29,150","35,850","36,900","35,400","40,350","36,450","44,100","13,700","11,900","14,750","14,150","13,900","15,650","12,550"
27/ 06/ 2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28/ 06/ 2018,"11,700","10,600","10,300","11,850","11,600","13,000","12,600","38,850","38,850","116,000","119,600","111,300","25,000","25,000","34,100","34,100","29,050","29,050","34,900","36,100","34,400","40,150","35,850","44,800","13,700","11,900","14,750","14,150","13,900","15,650","12,550"
29/ 06/ 2018,"11,700","10,600","10,300","11,850","11,600","13,000","12,600","37,400","37,400","115,950","119,550","111,150","25,100","25,100","34,000","34,000","29,050","29,050","34,500","35,700","34,050","41,450","37,000","46,450","13,650","11,850","14,750","14,150","13,900","15,650","12,550"
02/ 07/ 2018,"11,700","10,600","10,300","11,850","11,650","13,000","12,600","37,050","37,050","115,700","119,300","110,800","25,500","25,500","33,300","33,300","28,950","28,950","35,450","36,250","35,350","44,700","39,200","50,700","13,650","11,850","14,750","14,150","13,900","15,650","12,500"
03/ 07/ 2018,"11,700","10,600","10,300","11,850","11,600","13,000","12,600","37,050","37,050","115,450","119,100","110,300","25,600","25,600","33,050","33,050","28,900","28,900","35,450","36,000","35,600","45,250","39,200","51,500","13,650","11,850","14,750","14,100","13,850","15,600","12,500"
04/ 07/ 2018,"11,700","10,600","10,300","11,850","11,600","13,000","12,600","37,100","37,100","115,400","119,050","110,250","25,700","25,700","32,950","32,950","28,850","28,850","35,550","35,800","35,850","45,650","39,400","52,100","13,650","11,850","14,750","14,100","13,850","15,600","12,500"
05/ 07/ 2018,"11,700","10,600","10,300","11,850","11,600","13,000","12,600","37,050","37,050","115,400","119,050","110,250","25,850","25,850","32,750","32,750","28,750","28,750","35,550","35,950","35,800","47,000","40,050","54,200","13,650","11,850","14,700","14,100","13,850","15,600","12,500"
06/ 07/ 2018,"11,650","10,500","10,250","11,800","11,500","13,000","12,600","37,000","37,000","115,150","118,950","109,700","25,900","25,900","32,350","32,350","28,600","28,600","34,850","34,500","35,700","47,250","40,500","54,700","13,600","11,800","14,650","14,050","13,800","15,500","12,500"
09/ 07/ 2018,"11,650","10,600","10,300","11,800","11,550","12,900","12,600","37,850","37,850","115,550","119,150","110,400","26,650","26,650","32,100","32,100","28,750","28,750","38,300","38,700","38,550","48,850","41,750","56,200","13,650","11,850","14,700","14,150","13,850","15,600","12,500"
10/ 07/ 2018,"11,700","10,600","10,300","11,850","11,600","13,000","12,600","38,100","38,100","115,500","119,000","110,500","26,750","26,750","31,850","31,850","28,750","28,750","38,450","38,600","38,800","49,100","41,950","56,700","13,600","11,800","14,700","14,100","13,850","15,600","12,500"
11/ 07/ 2018,"11,650","10,500","10,250","11,800","11,500","12,950","12,550","38,250","38,250","115,100","118,700","109,950","26,900","26,900","31,750","31,750","28,950","28,950","38,400","38,700","38,600","48,800","42,300","56,050","13,600","11,800","14,700","14,100","13,800","15,550","12,500"
12/ 07/ 2018,"11,700","10,600","10,300","11,800","11,600","12,950","12,600","38,450","38,450","115,300","118,800","110,250","27,050","27,050","31,300","31,300","28,950","28,950","39,250","39,850","39,300","49,650","42,750","56,800","13,600","11,800","14,700","14,150","13,850","15,600","12,500"
13/ 07/ 2018,"11,700","10,600","10,300","11,850","11,600","12,950","12,600","38,500","38,500","115,250","118,800","110,200","27,200","27,200","31,250","31,250","28,850","28,850","39,250","39,350","39,500","49,900","43,100","57,050","13,600","11,800","14,700","14,150","13,850","15,600","12,500"
16/ 07/ 2018,"11,700","10,600","10,300","11,800","11,600","12,950","12,600","39,050","39,050","115,350","118,900","110,250","27,200","27,200","30,700","30,700","28,500","28,500","39,750","39,500","40,400","51,250","44,000","58,900","13,600","11,800","14,700","14,100","13,850","15,550","12,500"
17/ 07/ 2018,"11,700","10,600","10,300","11,800","11,600","12,950","12,600","39,100","39,100","115,400","118,950","110,600","27,150","27,150","30,250","30,250","28,350","28,350","39,800","39,350","40,450","51,100","43,700","58,650","13,600","11,750","14,700","14,100","13,800","15,550","12,450"
18/ 07/ 2018,"11,700","10,600","10,300","11,800","11,600","12,950","12,600","39,050","39,050","115,200","118,750","110,100","27,350","27,350","29,850","29,850","28,200","28,200","39,700","39,450","40,150","51,400","43,600","59,250","13,600","11,750","14,750","14,100","13,850","15,600","12,500"
19/ 07/ 2018,"11,700","10,600","10,300","11,800","11,600","12,950","12,600","39,500","39,500","115,500","119,050","110,400","27,350","27,350","29,500","29,500","28,100","28,100","39,350","39,250","39,550","51,400","44,150","58,850","13,600","11,750","14,700","14,100","13,800","15,550","12,450"
20/ 07/ 2018,"11,700","10,600","10,300","11,800","11,600","12,950","12,600","39,700","39,700","115,650","119,200","110,550","27,200","27,200","29,100","29,100","28,000","28,000","39,900","39,650","40,100","51,750","44,550","59,350","13,600","11,750","14,700","14,100","13,800","15,550","12,450"
23/ 07/ 2018,"11,700","10,600","10,300","11,800","11,600","12,950","12,600","41,200","41,200","115,600","119,100","110,600","27,150","27,150","28,600","28,600","27,650","27,650","39,450","39,050","40,000","50,600","43,700","57,800","13,600","11,750","14,700","14,100","13,800","15,550","12,450"
24/ 07/ 2018,"11,700","10,600","10,300","11,800","11,600","13,000","12,600","41,300","41,300","115,600","119,100","110,600","27,050","27,050","28,700","28,700","27,700","27,700","39,100","38,600","39,750","49,650","42,700","57,000","13,600","11,700","14,700","14,150","13,800","15,550","12,450"
25/ 07/ 2018,"11,700","10,600","10,300","11,800","11,600","12,950","12,600","41,150","41,150","115,500","118,950","110,600","26,950","26,950","28,400","28,400","27,400","27,400","37,900","38,050","38,550","48,900","42,300","56,000","13,600","11,700","14,700","14,100","13,800","15,550","12,450"
26/ 07/ 2018,"11,700","10,600","10,300","11,800","11,600","12,950","12,600","41,300","41,300","115,550","119,050","110,550","26,900","26,900","28,250","28,250","27,300","27,300","37,300","37,600","37,850","47,950","41,750","54,750","13,600","11,700","14,700","14,100","13,800","15,550","12,450"
27/ 07/ 2018,"11,700","10,600","10,300","11,800","11,600","12,950","12,600","40,850","40,850","115,650","119,150","110,650","26,800","26,800","28,050","28,050","27,350","27,350","36,800","37,050","37,300","47,350","41,700","53,900","13,550","11,700","14,700","14,100","13,800","15,550","12,450"
30/ 07/ 2018,"11,650","10,500","10,250","11,750","11,500","12,950","12,550","39,900","39,900","115,300","118,850","110,250","26,350","26,350","27,850","27,850","27,050","27,050","35,750","35,700","36,150","45,200","40,700","50,150","13,550","11,650","14,650","14,100","13,750","15,500","12,450"
31/ 07/ 2018,"11,700","10,600","10,300","11,800","11,600","12,950","12,600","39,750","39,750","115,500","119,000","110,550","26,400","26,400","27,700","27,700","26,950","26,950","36,500","37,000","36,450","45,050","40,500","50,150","13,550","11,700","14,700","14,100","13,800","15,500","12,450"
01/ 08/ 2018,"11,700","10,600","10,300","11,800","11,600","12,950","12,550","39,200","39,200","115,500","119,000","110,600","26,250","26,250","27,700","27,700","27,000","27,000","36,450","36,900","36,400","44,700","40,250","49,850","13,600","11,700","14,700","14,100","13,800","15,500","12,450"
02/ 08/ 2018,"11,700","10,600","10,300","11,800","11,600","12,950","12,550","39,050","39,050","115,500","119,000","110,550","26,100","26,100","27,750","27,750","27,000","27,000","36,400","36,550","36,450","44,250","40,000","49,300","13,550","11,700","14,650","14,100","13,750","15,500","12,450"
03/ 08/ 2018,"11,700","10,600","10,300","11,800","11,600","12,950","12,550","38,850","38,850","115,500","119,000","110,550","26,000","26,000","27,800","27,800","26,950","26,950","36,800","36,950","36,800","44,150","39,950","48,950","13,550","11,650","14,650","14,100","13,750","15,500","12,400"
